Player,Season,Club,Goals,Assists,Goal_Contribution,Shot_Accuracy,Defensive_Contribution,Minutes_Per_Appearance,Discipline_Score,Age,Position,Market_Value_EUR
Keane Lewis-Potter,2024-2025,Brentford,1.0,3.0,4.0,50.61019382627423,174.0,81.39473684210526,7.0,23,"DF,FW",7500000
Kevin Schade,2024-2025,Brentford,10.0,2.0,12.0,49.07407407407408,97.0,60.3421052631579,3.0,22,FW,11500000
Kristoffer Ajer,2024-2025,Brentford,0.0,0.0,0.0,33.92857142857142,105.0,59.91666666666666,5.0,26,DF,6000000
Mark Flekken,2024-2025,Brentford,0.0,1.0,1.0,0.0,32.0,88.51351351351352,1.0,31,GK,7500000
Mathias Jensen,2024-2025,Brentford,0.0,2.0,2.0,15.867768595041325,50.0,35.916666666666664,2.0,28,MF,10500000
Michael Kayode,2024-2025,Brentford,0.0,1.0,1.0,0.0,56.91,38.52941176470589,2.47,20,DF,6500000
Mikkel Damsgaard,2024-2025,Brentford,1.0,10.0,11.0,20.384174311926607,181.0,76.60526315789474,2.0,24,"MF,FW",24000000
Nathan Collins,2024-2025,Brentford,1.0,3.0,4.0,35.55555555555555,377.0,90.0,5.0,23,DF,18000000
Sepp van den Berg,2024-2025,Brentford,0.0,0.0,0.0,30.01493280238925,246.0,83.41935483870968,3.0,22,DF,15500000
Vitaly Janelt,2024-2025,Brentford,1.0,3.0,4.0,28.57142857142857,151.0,70.4375,3.0,26,MF,9000000
Yehor Yarmoliuk,2024-2025,Brentford,0.0,0.0,0.0,21.396895787139687,121.0,46.774193548387096,6.0,20,MF,3000000
Yoane Wissa,2024-2025,Brentford,19.0,3.0,22.0,45.48189415041783,80.0,83.4,5.0,27,FW,23000000
Adam Webster,2024-2025,Brighton,0.0,0.0,0.0,19.603960396039604,87.0,63.35714285714285,1.0,29,DF,4700000
Bart Verbruggen,2024-2025,Brighton,0.0,1.0,1.0,0.0,30.0,90.0,5.0,21,GK,18500000
Brajan Gruda,2024-2025,Brighton,0.0,3.0,3.0,45.88665447897623,31.0,32.714285714285715,0.0,20,"MF,FW",9500000
Carlos Baleba,2024-2025,Brighton,2.0,0.0,2.0,24.82993197278911,216.0,78.26470588235294,11.0,20,MF,32500000
Danny Welbeck,2024-2025,Brighton,10.0,4.0,14.0,39.04713462190573,64.0,70.5,5.0,33,FW,6500000
Evan Ferguson,2024-2025,Brighton,1.0,0.0,1.0,28.507992895204264,17.93,19.142857142857142,0.0,19,FW,6500000
Ferdi Kadioglu,2024-2025,Brighton,1.0,0.0,1.0,24.56479690522244,47.31999999999999,61.125,1.28,24,"DF,MF",26500000
Georginio Rutter,2024-2025,Brighton,4.0,2.0,6.0,23.8961038961039,82.0,59.142857142857146,2.0,22,"MF,FW",22500000
Igor,2024-2025,Brighton,0.0,0.0,0.0,0.0,131.89,67.73076923076923,7.33,26,DF,11500000
Jack Hinshelwood,2024-2025,Brighton,4.0,2.0,6.0,55.654101995565405,90.0,70.84615384615384,5.0,19,"MF,DF",8500000
Jan Paul van Hecke,2024-2025,Brighton,0.0,0.0,0.0,28.8135593220339,248.0,87.0,11.0,24,DF,18000000
Jason Steele,2024-2025,Brighton,0.0,0.0,0.0,0.0,1.0,90.0,0.0,33,GK,1000000
Joao Pedro,2024-2025,Brighton,13.0,8.0,21.0,35.560569246789306,67.37,68.76923076923077,9.61,22,"FW,MF",27500000
Joel Veltman,2024-2025,Brighton,0.0,0.0,0.0,15.537190082644628,150.0,80.80952380952381,5.0,32,DF,9500000
Kaoru Mitoma,2024-2025,Brighton,10.0,4.0,14.0,47.21587914983313,117.0,72.30555555555556,1.0,27,"FW,MF",32500000
Lewis Dunk,2024-2025,Brighton,0.0,0.0,0.0,24.979184013322232,137.0,83.32,5.0,32,DF,7000000
Mats Wieffer,2024-2025,Brighton,1.0,3.0,4.0,43.80530973451327,121.0,40.6,6.0,24,"DF,MF",18500000
Matt O'Riley,2024-2025,Brighton,1.0,1.0,2.0,28.85167464114833,45.0,44.66666666666666,1.0,23,MF,27500000
Pervis Estupinan,2024-2025,Brighton,1.0,1.0,2.0,32.382310984308134,187.0,80.06666666666666,5.0,26,DF,19000000
Simon Adingra,2024-2025,Brighton,1.0,1.0,2.0,24.349667271627347,49.0,37.82758620689656,0.0,22,"FW,MF",15000000
Tariq Lamptey,2024-2025,Brighton,2.0,2.0,4.0,33.38842975206612,62.0,57.333333333333336,0.0,23,DF,3800000
Yankuba Minteh,2024-2025,Brighton,5.0,4.0,9.0,46.98759598346131,112.0,57.4375,6.0,20,"FW,MF",23000000
Yasin Ayari,2024-2025,Brighton,1.0,1.0,2.0,28.9247311827957,129.0,57.794117647058826,3.0,20,MF,5000000
Benoit Badiashile,2024-2025,Chelsea,0.0,0.0,0.0,0.0,29.0,66.8,0.0,23,DF,13500000
Christopher Nkunku,2024-2025,Chelsea,2.0,2.0,4.0,43.83286460425874,38.0,34.111111111111114,2.0,26,FW,33500000
Cole Palmer,2024-2025,Chelsea,14.0,8.0,22.0,36.362134478770855,81.0,86.24324324324324,7.0,22,"MF,FW",111000000
Enzo Fernandez,2024-2025,Chelsea,5.0,6.0,11.0,37.66282801585803,144.0,81.86111111111111,8.0,23,MF,52000000
Filip Jørgensen,2024-2025,Chelsea,0.0,0.0,0.0,0.0,0.0,90.0,0.0,22,GK,14000000
Jadon Sancho,2024-2025,Chelsea,2.0,3.0,5.0,33.626097867001256,34.0,56.903225806451616,2.0,24,FW,33500000
Kiernan Dewsbury-Hall,2024-2025,Chelsea,0.0,0.0,0.0,0.0,21.0,20.307692307692307,0.0,25,"MF,FW",14000000
Levi Colwill,2024-2025,Chelsea,2.0,1.0,3.0,22.44897959183674,235.0,89.97142857142858,9.0,21,DF,24500000
Malo Gusto,2024-2025,Chelsea,0.0,1.0,1.0,17.912488605287148,147.0,58.1875,4.0,21,DF,28500000
Marc Cucurella,2024-2025,Chelsea,4.0,1.0,5.0,45.85774058577407,239.0,83.0,13.0,26,DF,39500000
Moises Caicedo,2024-2025,Chelsea,1.0,1.0,2.0,14.83325037332006,272.0,88.1842105263158,11.0,22,"MF,DF",68000000
Nicolas Jackson,2024-2025,Chelsea,10.0,4.0,14.0,44.8080967402734,55.0,74.0,10.0,23,FW,37500000
Noni Madueke,2024-2025,Chelsea,7.0,2.0,9.0,37.575,63.0,63.53125,3.0,22,FW,27000000
Pedro Neto,2024-2025,Chelsea,4.0,6.0,10.0,28.624724436153976,52.0,64.82857142857142,8.0,24,FW,24000000
Reece James,2024-2025,Chelsea,0.0,0.0,0.0,26.89152233363719,60.0,55.94736842105263,1.0,24,"DF,MF",36500000
Robert Sanchez,2024-2025,Chelsea,0.0,0.0,0.0,0.0,26.0,90.0,5.0,26,GK,12500000
Romeo Lavia,2024-2025,Chelsea,0.0,0.0,0.0,0.0,54.0,49.8125,4.0,20,MF,26000000
Tosin Adarabioyo,2024-2025,Chelsea,0.0,0.0,0.0,15.656178050652342,117.0,64.04545454545455,4.0,26,DF,15500000
Tyrique George,2024-2025,Chelsea,0.0,0.0,0.0,33.108108108108105,6.0,22.875,1.0,18,FW,2600000
Wesley Fofana,2024-2025,Chelsea,0.0,0.0,0.0,0.0,96.0,83.71428571428571,7.0,23,DF,24000000
Adam Wharton,2024-2025,Crystal Palace,0.0,2.0,2.0,38.183217859892224,92.0,65.9,2.0,20,MF,32500000
Ben Chilwell,2024-2025,Crystal Palace,1.0,0.0,1.0,59.8019801980198,35.0,32.375,1.0,27,DF,13500000
Cheick Doucoure,2024-2025,Crystal Palace,0.0,0.0,0.0,0.0,41.0,34.76923076923077,1.0,24,MF,17500000
Chris Richards,2024-2025,Crystal Palace,1.0,0.0,1.0,50.0,227.0,80.08333333333333,7.0,24,DF,9000000
Daichi Kamada,2024-2025,Crystal Palace,0.0,0.0,0.0,19.99000499750125,101.0,46.0,7.0,27,MF,11000000
Daniel Munoz,2024-2025,Crystal Palace,3.0,5.0,8.0,37.85830178474852,315.0,87.24324324324324,10.0,28,DF,19000000
Dean Henderson,2024-2025,Crystal Palace,0.0,0.0,0.0,0.0,24.0,90.0,3.0,27,GK,18000000
Eberechi Eze,2024-2025,Crystal Palace,8.0,8.0,16.0,27.010576731191374,87.0,76.11764705882354,1.0,26,"MF,FW",32000000
Eddie Nketiah,2024-2025,Crystal Palace,2.0,1.0,3.0,37.15415019762846,40.0,35.6551724137931,9.0,25,"FW,MF",5500000
Ismaila Sarr,2024-2025,Crystal Palace,8.0,6.0,14.0,48.983050847457626,98.0,71.34210526315789,4.0,26,MF,11500000
Jean-Philippe Mateta,2024-2025,Crystal Palace,14.0,2.0,16.0,42.865557355323226,62.0,71.56756756756756,2.0,27,FW,24500000
Jefferson Lerma,2024-2025,Crystal Palace,0.0,1.0,1.0,31.08211818879509,195.0,68.9090909090909,9.0,29,"MF,DF",9000000
Justin Devenny,2024-2025,Crystal Palace,1.0,1.0,2.0,60.0802407221665,34.0,22.043478260869566,1.0,20,MF,3100000
Marc Guehi,2024-2025,Crystal Palace,3.0,2.0,5.0,47.72727272727273,307.0,89.97058823529412,12.0,24,DF,31500000
Maxence Lacroix,2024-2025,Crystal Palace,1.0,1.0,2.0,16.079734219269103,377.0,89.02857142857142,5.0,24,DF,24000000
Nathaniel Clyne,2024-2025,Crystal Palace,0.0,0.0,0.0,0.0,33.0,37.15384615384615,1.0,33,"DF,MF",1600000
Trevoh Chalobah,2024-2025,Crystal Palace,5.0,0.0,5.0,36.57339224349533,213.43,78.8,1.86,25,DF,18000000
Tyrick Mitchell,2024-2025,Crystal Palace,0.0,5.0,5.0,25.74750830564784,286.0,83.56756756756756,2.0,24,DF,17000000
Abdoulaye Doucoure,2024-2025,Everton,3.0,2.0,5.0,29.362524146812618,109.0,77.6969696969697,8.0,31,MF,3500000
Armando Broja,2024-2025,Everton,0.0,0.0,0.0,0.0,11.0,33.4,1.0,22,FW,4900000
Ashley Young,2024-2025,Everton,1.0,2.0,3.0,48.258706467661696,161.0,58.59375,10.0,39,DF,925000
Beto,2024-2025,Everton,7.0,0.0,7.0,47.038327526132406,54.0,51.13333333333333,2.0,26,FW,8500000
Dominic Calvert-Lewin,2024-2025,Everton,3.0,1.0,4.0,37.84916201117319,46.0,61.88461538461539,2.0,27,FW,6000000
Dwight McNeil,2024-2025,Everton,3.0,5.0,8.0,40.23265142398717,28.0,65.28571428571429,1.0,24,"MF,FW",19000000
Idrissa Gana Gueye,2024-2025,Everton,0.0,3.0,3.0,18.987341772151897,265.0,82.78378378378379,9.0,34,MF,3600000
Iliman Ndiaye,2024-2025,Everton,8.0,0.0,8.0,43.07692307692307,127.0,73.63636363636364,3.0,24,FW,24000000
Jack Harrison,2024-2025,Everton,0.0,0.0,0.0,23.806252147028516,95.0,61.05882352941177,0.0,27,FW,6000000
Jake O'Brien,2024-2025,Everton,1.0,0.0,1.0,50.08403361344538,140.0,78.55,5.0,23,DF,10000000
James Garner,2024-2025,Everton,0.0,1.0,1.0,33.80398671096346,127.0,75.9047619047619,5.0,23,"MF,DF",8000000
James Tarkowski,2024-2025,Everton,0.0,0.0,0.0,26.08695652173913,375.0,88.54545454545455,6.0,31,DF,14500000
Jarrad Branthwaite,2024-2025,Everton,0.0,1.0,1.0,30.57768924302789,285.0,83.7,4.0,22,DF,33000000
Jesper Lindstrøm,2024-2025,Everton,0.0,0.0,0.0,35.95144591217422,89.0,49.56,2.0,24,FW,7500000
Jordan Pickford,2024-2025,Everton,0.0,1.0,1.0,0.0,32.0,90.0,7.0,30,GK,24000000
Michael Keane,2024-2025,Everton,3.0,0.0,3.0,39.56262425447317,107.0,74.92857142857143,5.0,31,DF,2900000
Nathan Patterson,2024-2025,Everton,0.0,1.0,1.0,0.0,22.0,34.7,1.0,22,DF,2800000
Orel Mangala,2024-2025,Everton,1.0,0.0,1.0,37.70883054892602,72.45,66.4,2.1,26,MF,11500000
Seamus Coleman,2024-2025,Everton,0.0,0.0,0.0,100.0,17.0,43.0,1.0,35,DF,925000
Tim Iroegbunam,2024-2025,Everton,0.0,1.0,1.0,0.0,75.0,31.88888888888889,4.0,21,MF,4000000
Vitaliy Mykolenko,2024-2025,Everton,1.0,2.0,3.0,7.346647646219687,277.0,88.05714285714286,4.0,25,DF,13000000
Adama Traore,2024-2025,Fulham,1.0,7.0,8.0,30.812612150730583,34.0,49.22222222222222,3.0,28,"FW,MF",7500000
Alex Iwobi,2024-2025,Fulham,8.0,5.0,13.0,42.92661361626879,113.0,78.44736842105263,1.0,28,"FW,MF",21000000
Andreas Pereira,2024-2025,Fulham,2.0,4.0,6.0,21.165966386554626,66.0,61.0,7.0,28,MF,10500000
Antonee Robinson,2024-2025,Fulham,0.0,9.0,9.0,13.32070707070707,333.0,87.97222222222223,8.0,26,DF,33000000
Bernd Leno,2024-2025,Fulham,0.0,1.0,1.0,0.0,14.0,90.0,5.0,32,GK,13000000
Calvin Bassey,2024-2025,Fulham,1.0,0.0,1.0,29.243937232524964,232.0,87.82857142857142,7.0,24,DF,17000000
Emile Smith Rowe,2024-2025,Fulham,5.0,2.0,7.0,29.45945945945946,80.0,60.088235294117645,3.0,24,MF,15000000
Harry Wilson,2024-2025,Fulham,5.0,1.0,6.0,39.6415270018622,52.0,46.48,2.0,27,"FW,MF",8000000
Issa Diop,2024-2025,Fulham,0.0,0.0,0.0,38.264299802761336,117.0,63.76190476190476,2.0,27,DF,7500000
Joachim Andersen,2024-2025,Fulham,0.0,0.0,0.0,21.22448979591837,295.96000000000004,89.1,9.3,28,DF,15000000
Jorge Cuenca,2024-2025,Fulham,0.0,0.0,0.0,0.0,38.0,43.875,0.0,24,DF,6000000
Kenny Tete,2024-2025,Fulham,0.0,1.0,1.0,8.198085726175613,186.0,80.63636363636364,5.0,28,DF,12500000
Raul Jimenez,2024-2025,Fulham,11.0,3.0,14.0,32.14784570753197,89.0,65.63157894736842,4.0,33,FW,6500000
Reiss Nelson,2024-2025,Fulham,0.0,0.0,0.0,49.9582985821518,26.0,40.833333333333336,1.0,24,FW,7500000
Rodrigo Muniz,2024-2025,Fulham,8.0,0.0,8.0,48.62644415917843,38.0,31.096774193548388,1.0,23,FW,9000000
Ryan Sessegnon,2024-2025,Fulham,3.0,1.0,4.0,57.163426925845926,61.0,36.25,1.0,24,"FW,DF",6000000
Sander Berge,2024-2025,Fulham,0.0,0.0,0.0,33.44594594594595,136.0,71.74193548387096,6.0,26,MF,18500000
Sasa Lukic,2024-2025,Fulham,0.0,2.0,2.0,11.594202898550725,151.0,78.13333333333334,12.0,27,MF,13000000
Timothy Castagne,2024-2025,Fulham,0.0,0.0,0.0,36.39751552795031,166.0,68.70833333333333,1.0,28,DF,7000000
Tom Cairney,2024-2025,Fulham,2.0,0.0,2.0,36.07594936708861,27.0,25.12,6.0,33,MF,2600000
Alex Palmer,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,12.0,90.0,2.0,27,GK,2800000
Arijanet Muric,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,10.0,90.0,1.0,25,GK,3100000
Axel Tuanzebe,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,131.0,77.72727272727273,8.0,26,DF,4500000
Ben Godfrey,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,8.17,45.5,1.17,26,DF,6000000
Ben Johnson,2024-2025,Ipswich Town,1.0,1.0,2.0,42.5531914893617,127.0,58.869565217391305,8.0,24,"DF,FW",3600000
Cameron Burgess,2024-2025,Ipswich Town,0.0,2.0,2.0,20.66532258064516,179.0,85.61111111111111,0.0,28,DF,2600000
Chiedozie Ogbene,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,12.0,47.6,0.0,27,FW,4500000
Christian Walton,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,2.0,90.0,0.0,28,GK,1200000
Conor Chaplin,2024-2025,Ipswich Town,1.0,1.0,2.0,19.047619047619047,30.0,38.95454545454545,2.0,27,"MF,FW",6000000
Conor Townsend,2024-2025,Ipswich Town,0.0,1.0,1.0,0.0,39.0,55.833333333333336,1.0,31,DF,1400000
Dara O'Shea,2024-2025,Ipswich Town,0.0,2.0,2.0,9.515096065873744,369.0,89.2,6.0,25,DF,6500000
George Hirst,2024-2025,Ipswich Town,2.0,1.0,3.0,49.78479196556672,16.0,25.423076923076923,3.0,25,FW,3000000
Jack Clarke,2024-2025,Ipswich Town,0.0,3.0,3.0,11.50910158543746,77.0,36.90625,2.0,23,"FW,MF",6500000
Jack Taylor,2024-2025,Ipswich Town,0.0,0.0,0.0,21.09947643979058,65.0,26.875,4.0,26,MF,2100000
Jacob Greaves,2024-2025,Ipswich Town,0.0,0.0,0.0,39.04382470119522,250.0,88.2,5.0,23,DF,7500000
Jaden Philogene Bidace,2024-2025,Ipswich Town,3.0,0.0,3.0,41.66666666666667,74.71,38.38095238095238,1.7,22,"FW,DF",9000000
Jens Cajuste,2024-2025,Ipswich Town,1.0,1.0,2.0,9.090909090909092,130.0,65.3,2.0,24,MF,7500000
Julio Enciso,2024-2025,Ipswich Town,2.0,4.0,6.0,34.44108761329305,36.18,46.52,4.02,20,"MF,FW",6500000
Kalvin Phillips,2024-2025,Ipswich Town,0.0,0.0,0.0,18.704379562043798,126.0,65.10526315789474,9.0,28,MF,4900000
Liam Delap,2024-2025,Ipswich Town,12.0,2.0,14.0,44.10917361637604,49.0,70.08108108108108,12.0,21,FW,21500000
Luke Woolfenden,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,125.0,79.13333333333334,2.0,25,DF,5000000
Massimo Luongo,2024-2025,Ipswich Town,0.0,0.0,0.0,0.0,17.0,18.272727272727277,0.0,31,MF,2100000
Nathan Broadhead,2024-2025,Ipswich Town,2.0,0.0,2.0,61.62701458173445,26.0,39.0,1.0,26,"MF,FW",3300000
Omari Hutchinson,2024-2025,Ipswich Town,2.0,2.0,4.0,40.1242787394585,85.0,83.3225806451613,5.0,20,"MF,FW",12500000
Sammie Szmodics,2024-2025,Ipswich Town,3.0,0.0,3.0,57.06806282722513,46.0,49.6,2.0,28,"FW,MF",7500000
Wes Burns,2024-2025,Ipswich Town,0.0,1.0,1.0,14.714285714285715,43.0,51.44444444444444,1.0,29,"FW,DF",2300000
Abdul Fatawu Issahaku,2024-2025,Leicester City,0.0,1.0,1.0,38.59242072699149,44.0,52.63636363636363,0.0,20,FW,16500000
Bilal El Khannouss,2024-2025,Leicester City,2.0,3.0,5.0,23.387096774193548,90.91,68.18181818181819,4.13,20,"MF,FW",16500000
Bobby De Cordova-Reid,2024-2025,Leicester City,1.0,1.0,2.0,42.35127478753542,25.0,32.34782608695652,2.0,31,FW,1900000
Boubakary Soumare,2024-2025,Leicester City,0.0,0.0,0.0,0.0,120.0,70.03225806451613,8.0,25,MF,6500000
Caleb Okoli,2024-2025,Leicester City,1.0,0.0,1.0,50.0,143.0,59.21052631578947,4.0,23,DF,5500000
Conor Coady,2024-2025,Leicester City,0.0,0.0,0.0,100.0,129.0,77.9090909090909,3.0,31,DF,1600000
Facundo Buonanotte,2024-2025,Leicester City,5.0,2.0,7.0,33.33333333333333,113.0,49.12903225806452,8.0,19,"FW,MF",11000000
Harry Winks,2024-2025,Leicester City,0.0,2.0,2.0,38.949454905847375,72.0,69.9090909090909,4.0,28,MF,4900000
Jakub Stolarczyk,2024-2025,Leicester City,0.0,0.0,0.0,0.0,8.0,90.0,1.0,23,GK,1800000
James Justin,2024-2025,Leicester City,1.0,1.0,2.0,24.689378757515037,293.0,80.88888888888889,6.0,26,DF,4500000
Jamie Vardy,2024-2025,Leicester City,9.0,4.0,13.0,40.77566269347091,56.0,80.65714285714286,5.0,37,FW,2600000
Jannik Vestergaard,2024-2025,Leicester City,0.0,0.0,0.0,68.70748299319727,133.0,77.27777777777777,5.0,31,DF,2900000
Jordan Ayew,2024-2025,Leicester City,4.0,0.0,4.0,25.89514066496164,79.87,53.516129032258064,5.05,32,"FW,MF",3300000
Kasey McAteer,2024-2025,Leicester City,1.0,1.0,2.0,53.99385560675884,61.0,47.333333333333336,3.0,22,FW,2900000
Luke Thomas,2024-2025,Leicester City,0.0,0.0,0.0,0.0,116.0,79.28571428571429,3.0,23,DF,2000000
Mads Hermansen,2024-2025,Leicester City,0.0,0.0,0.0,0.0,15.0,88.33333333333333,1.0,24,GK,13000000
Oliver Skipp,2024-2025,Leicester City,0.0,0.0,0.0,20.0,66.0,47.04166666666666,8.0,23,MF,4900000
Patson Daka,2024-2025,Leicester City,0.0,0.0,0.0,26.782145236508992,39.0,32.0,0.0,25,"FW,MF",2800000
Ricardo Pereira,2024-2025,Leicester City,0.0,0.0,0.0,50.0,36.0,38.8,1.0,30,DF,4800000
Stephy Mavididi,2024-2025,Leicester City,3.0,1.0,4.0,26.887519260400616,86.0,53.833333333333336,2.0,26,FW,8000000
Victor Bernth Kristiansen,2024-2025,Leicester City,0.0,1.0,1.0,0.0,242.0,82.73333333333333,1.0,21,DF,8500000
Wilfred Ndidi,2024-2025,Leicester City,0.0,4.0,4.0,36.4797081623347,243.0,83.0,8.0,27,MF,10000000
Wout Faes,2024-2025,Leicester City,0.0,0.0,0.0,7.905803195962993,301.0,82.79411764705883,4.0,26,DF,3100000
Alexis Mac Allister,2024-2025,Liverpool,4.0,4.0,8.0,34.07601572739188,207.0,74.25714285714285,6.0,25,MF,84500000
Alisson,2024-2025,Liverpool,0.0,0.0,0.0,0.0,14.0,89.57142857142857,0.0,31,GK,54500000
Andrew Robertson,2024-2025,Liverpool,0.0,1.0,1.0,12.953020134228188,124.0,75.21212121212122,6.0,30,DF,26500000
Caoimhin Kelleher,2024-2025,Liverpool,0.0,0.0,0.0,0.0,1.0,90.0,0.0,25,GK,18000000
Cody Gakpo,2024-2025,Liverpool,10.0,4.0,14.0,38.48718848718849,82.0,55.285714285714285,5.0,25,FW,50500000
Conor Bradley,2024-2025,Liverpool,0.0,2.0,2.0,30.2,58.0,39.68421052631579,4.0,21,DF,20000000
Curtis Jones,2024-2025,Liverpool,3.0,3.0,6.0,37.98882681564246,78.0,51.87878787878788,6.0,23,"MF,DF",29000000
Darwin Nunez,2024-2025,Liverpool,5.0,2.0,7.0,38.15402704291593,43.0,37.766666666666666,8.0,25,FW,28500000
Diogo Jota,2024-2025,Liverpool,5.0,3.0,8.0,25.514000391619344,37.0,46.0,2.0,27,FW,45500000
Dominik Szoboszlai,2024-2025,Liverpool,6.0,6.0,12.0,32.642100551991646,105.0,69.19444444444444,6.0,23,MF,43500000
Harvey Elliott,2024-2025,Liverpool,0.0,2.0,2.0,23.564239194789817,16.0,20.61111111111111,1.0,21,MF,31500000
Ibrahima Konate,2024-2025,Liverpool,1.0,1.0,2.0,16.395165528113502,219.0,82.58064516129032,5.0,25,DF,60000000
Jarell Quansah,2024-2025,Liverpool,0.0,0.0,0.0,0.0,57.0,38.07692307692308,2.0,21,DF,12000000
Joe Gomez,2024-2025,Liverpool,0.0,0.0,0.0,67.21854304635761,49.0,57.66666666666666,1.0,27,DF,21000000
Luis Diaz,2024-2025,Liverpool,13.0,5.0,18.0,42.48099127006478,72.0,66.63888888888889,2.0,27,FW,57500000
Mohamed Salah,2024-2025,Liverpool,28.0,18.0,46.0,41.18229854689564,47.0,88.71052631578948,1.0,32,FW,104000000
Ryan Gravenberch,2024-2025,Liverpool,0.0,3.0,3.0,24.537731134432786,223.0,85.4054054054054,9.0,22,MF,53500000
Trent Alexander-Arnold,2024-2025,Liverpool,2.0,6.0,8.0,17.545030020013343,184.0,71.66666666666667,5.0,25,DF,74000000
Virgil van Dijk,2024-2025,Liverpool,2.0,1.0,3.0,30.136986301369863,311.0,90.0,5.0,33,DF,77500000
Wataru Endo,2024-2025,Liverpool,0.0,0.0,0.0,0.0,35.0,13.65,0.0,31,"MF,DF",12500000
Bernardo Silva,2024-2025,Manchester City,3.0,3.0,6.0,34.258104738154614,147.0,80.9090909090909,7.0,29,"MF,FW",52500000
Erling Haaland,2024-2025,Manchester City,21.0,3.0,24.0,52.91911128210061,51.0,88.25806451612904,2.0,24,FW,157000000
Ilkay Gundogan,2024-2025,Manchester City,0.0,5.0,5.0,25.70579494799405,76.0,67.36363636363636,1.0,33,MF,26000000
Jack Grealish,2024-2025,Manchester City,0.0,0.0,0.0,33.155080213903744,29.0,36.05,3.0,28,"FW,MF",26000000
James Mcatee,2024-2025,Manchester City,3.0,0.0,3.0,33.3609958506224,16.0,23.266666666666666,1.0,21,"MF,FW",5500000
Jeremy Doku,2024-2025,Manchester City,3.0,6.0,9.0,30.79584775086505,48.0,52.27586206896552,1.0,22,"FW,MF",32500000
John Stones,2024-2025,Manchester City,2.0,0.0,2.0,100.0,34.0,49.81818181818182,1.0,30,"DF,MF",30000000
Josko Gvardiol,2024-2025,Manchester City,5.0,0.0,5.0,29.995004995004997,266.0,88.56756756756756,2.0,22,DF,54500000
Kevin De Bruyne,2024-2025,Manchester City,3.0,6.0,9.0,26.243628054139567,42.0,60.785714285714285,2.0,33,"MF,FW",63500000
Manuel Akanji,2024-2025,Manchester City,0.0,0.0,0.0,13.457694870086607,103.0,77.46153846153847,3.0,29,DF,31500000
Mateo Kovacic,2024-2025,Manchester City,6.0,1.0,7.0,26.6369710467706,134.0,70.90322580645162,8.0,30,MF,34500000
Matheus Nunes,2024-2025,Manchester City,0.0,5.0,5.0,45.8006718924972,105.0,64.38461538461539,4.0,25,"DF,MF",16000000
Nathan Ake,2024-2025,Manchester City,0.0,0.0,0.0,0.0,41.0,67.8,0.0,29,DF,30500000
Phil Foden,2024-2025,Manchester City,6.0,1.0,7.0,29.676459650427667,42.0,63.46428571428572,2.0,24,"MF,FW",88000000
Rico Lewis,2024-2025,Manchester City,1.0,2.0,3.0,20.833333333333336,116.0,67.60714285714286,8.0,19,"DF,MF",26000000
Ruben Dias,2024-2025,Manchester City,0.0,0.0,0.0,33.74760994263862,131.0,84.11111111111111,4.0,27,DF,68500000
Savio,2024-2025,Manchester City,0.0,8.0,8.0,38.21064139941691,52.0,60.89655172413793,3.0,20,"FW,MF",45000000
Stefan Ortega,2024-2025,Manchester City,0.0,0.0,0.0,0.0,11.0,84.61538461538461,1.0,31,GK,11000000
Aaron Ramsdale,2024-2025,Southampton,0.0,0.0,0.0,0.0,12.0,90.0,2.0,26,GK,13000000
Adam Lallana,2024-2025,Southampton,0.0,2.0,2.0,0.0,22.0,25.785714285714285,4.0,36,MF,750000
Alex McCarthy,2024-2025,Southampton,0.0,0.0,0.0,0.0,1.0,90.0,0.0,34,GK,275000
Cameron Archer,2024-2025,Southampton,1.0,0.0,1.0,35.42857142857142,31.0,41.17142857142857,0.0,23,FW,4900000
Charlie Taylor,2024-2025,Southampton,0.0,0.0,0.0,0.0,51.0,44.5,1.0,30,DF,1600000
Flynn Downes,2024-2025,Southampton,0.0,0.0,0.0,30.97609561752988,160.0,79.66666666666667,12.0,25,MF,5000000
Jack Stephens,2024-2025,Southampton,0.0,0.0,0.0,50.0,120.0,73.10526315789474,8.0,30,DF,1900000
James Bree,2024-2025,Southampton,0.0,0.0,0.0,24.17302798982188,67.0,63.23529411764706,0.0,26,DF,1700000
Jan Bednarek,2024-2025,Southampton,1.0,0.0,1.0,38.93280632411067,329.0,84.36666666666666,7.0,28,DF,2600000
Joe Aribo,2024-2025,Southampton,2.0,0.0,2.0,40.77555816686252,127.0,62.90625,1.0,28,"MF,DF",3200000
Joe Lumley,2024-2025,Southampton,0.0,0.0,0.0,0.0,3.0,90.0,0.0,29,GK,1100000
Kamaldeen Sulemana,2024-2025,Southampton,0.0,0.0,0.0,27.42935906271537,53.0,53.92307692307692,2.0,22,"FW,MF",2900000
Kyle Walker-Peters,2024-2025,Southampton,0.0,1.0,1.0,30.66202090592335,180.0,88.42424242424242,5.0,27,DF,5500000
